id,image_url,scientific_name
219711371,https://static.inaturalist.org/photos/388922462/medium.jpg,Papilio canadensis
219725493,https://static.inaturalist.org/photos/388948521/medium.jpeg,Papilio canadensis
219728497,https://static.inaturalist.org/photos/388953594/medium.jpg,Papilio glaucus
219731029,https://inaturalist-open-data.s3.amazonaws.com/photos/389526825/medium.jpeg,Papilio canadensis
219732982,https://static.inaturalist.org/photos/388962241/medium.jpeg,Papilio glaucus
219733076,https://inaturalist-open-data.s3.amazonaws.com/photos/388964119/medium.jpeg,Papilio canadensis
219733411,https://inaturalist-open-data.s3.amazonaws.com/photos/388971709/medium.jpg,Papilio glaucus
219734686,https://inaturalist-open-data.s3.amazonaws.com/photos/388967355/medium.jpg,Papilio glaucus
219735949,https://inaturalist-open-data.s3.amazonaws.com/photos/389501715/medium.jpg,Papilio canadensis
219736996,https://inaturalist-open-data.s3.amazonaws.com/photos/388969227/medium.jpg,Papilio glaucus
219737505,https://inaturalist-open-data.s3.amazonaws.com/photos/388970422/medium.jpg,Papilio canadensis
219737624,https://inaturalist-open-data.s3.amazonaws.com/photos/388970578/medium.jpg,Papilio canadensis
219738594,https://inaturalist-open-data.s3.amazonaws.com/photos/388972167/medium.jpeg,Papilio canadensis
219751255,https://static.inaturalist.org/photos/388994916/medium.jpg,Papilio glaucus
219751836,https://static.inaturalist.org/photos/388995752/medium.jpg,Papilio canadensis
219754442,https://static.inaturalist.org/photos/389000057/medium.jpeg,Papilio canadensis
219755376,https://inaturalist-open-data.s3.amazonaws.com/photos/389002075/medium.jpeg,Papilio glaucus
219755879,https://inaturalist-open-data.s3.amazonaws.com/photos/389002875/medium.jpeg,Papilio canadensis
219758480,https://inaturalist-open-data.s3.amazonaws.com/photos/389007113/medium.jpeg,Papilio glaucus
219761194,https://inaturalist-open-data.s3.amazonaws.com/photos/389012452/medium.jpg,Papilio canadensis
219761377,https://inaturalist-open-data.s3.amazonaws.com/photos/389009422/medium.jpeg,Papilio glaucus
219762147,https://inaturalist-open-data.s3.amazonaws.com/photos/389014409/medium.jpeg,Papilio canadensis
219764627,https://inaturalist-open-data.s3.amazonaws.com/photos/399988116/medium.jpg,Papilio canadensis
219766382,https://inaturalist-open-data.s3.amazonaws.com/photos/389038838/medium.jpeg,Papilio canadensis
219769172,https://inaturalist-open-data.s3.amazonaws.com/photos/389247994/medium.jpg,Papilio glaucus
219770100,https://static.inaturalist.org/photos/389027772/medium.jpeg,Papilio canadensis
