id,image_url,scientific_name
219689071,https://inaturalist-open-data.s3.amazonaws.com/photos/388882513/medium.jpg,Vanessa atalanta
219694551,https://inaturalist-open-data.s3.amazonaws.com/photos/388892987/medium.jpg,Vanessa atalanta
219700687,https://static.inaturalist.org/photos/388904313/medium.jpeg,Vanessa atalanta
219700806,https://static.inaturalist.org/photos/388904469/medium.jpg,Vanessa atalanta
219702003,https://static.inaturalist.org/photos/389082210/medium.jpeg,Vanessa atalanta
219708921,https://inaturalist-open-data.s3.amazonaws.com/photos/388918202/medium.jpeg,Vanessa atalanta
219709126,https://static.inaturalist.org/photos/389074021/medium.jpeg,Vanessa atalanta
219709154,https://inaturalist-open-data.s3.amazonaws.com/photos/388918584/medium.jpeg,Vanessa atalanta
219712354,https://inaturalist-open-data.s3.amazonaws.com/photos/388921884/medium.png,Vanessa atalanta
219712445,https://inaturalist-open-data.s3.amazonaws.com/photos/388922718/medium.png,Vanessa atalanta
219713103,https://static.inaturalist.org/photos/388924819/medium.jpeg,Vanessa atalanta
219715160,https://static.inaturalist.org/photos/388929652/medium.jpeg,Vanessa atalanta
219719086,https://inaturalist-open-data.s3.amazonaws.com/photos/388936012/medium.jpeg,Vanessa atalanta
219720790,https://inaturalist-open-data.s3.amazonaws.com/photos/388937882/medium.jpeg,Vanessa atalanta
219722827,https://inaturalist-open-data.s3.amazonaws.com/photos/388943526/medium.jpeg,Vanessa atalanta
219730774,https://static.inaturalist.org/photos/388958002/medium.jpeg,Vanessa atalanta
219735008,https://static.inaturalist.org/photos/388972772/medium.jpeg,Vanessa atalanta
219738803,https://inaturalist-open-data.s3.amazonaws.com/photos/389106074/medium.jpg,Vanessa atalanta
219740126,https://static.inaturalist.org/photos/388973858/medium.jpg,Vanessa atalanta
219756185,https://inaturalist-open-data.s3.amazonaws.com/photos/389003228/medium.jpeg,Vanessa atalanta
219756474,https://static.inaturalist.org/photos/389023220/medium.jpeg,Vanessa atalanta
219760062,https://inaturalist-open-data.s3.amazonaws.com/photos/389010261/medium.jpeg,Vanessa atalanta
219768611,https://inaturalist-open-data.s3.amazonaws.com/photos/389025145/medium.jpeg,Vanessa atalanta
219771313,https://inaturalist-open-data.s3.amazonaws.com/photos/389029566/medium.jpg,Vanessa atalanta
219771442,https://inaturalist-open-data.s3.amazonaws.com/photos/389029873/medium.jpeg,Vanessa atalanta
