id,image_url,scientific_name
219716692,https://static.inaturalist.org/photos/388931897/medium.jpg,Limenitis arthemis
219723318,https://static.inaturalist.org/photos/388944392/medium.jpeg,Limenitis arthemis arthemis
219727535,https://static.inaturalist.org/photos/388951960/medium.jpeg,Limenitis arthemis arthemis
219737346,https://inaturalist-open-data.s3.amazonaws.com/photos/388970141/medium.jpg,Limenitis arthemis arthemis
219744929,https://static.inaturalist.org/photos/388983434/medium.jpeg,Limenitis arthemis
219757507,https://inaturalist-open-data.s3.amazonaws.com/photos/389005372/medium.jpg,Limenitis arthemis astyanax
219762954,https://inaturalist-open-data.s3.amazonaws.com/photos/389527142/medium.jpeg,Limenitis arthemis astyanax
219772206,https://inaturalist-open-data.s3.amazonaws.com/photos/389025972/medium.jpg,Limenitis arthemis astyanax
219775823,https://inaturalist-open-data.s3.amazonaws.com/photos/389036676/medium.jpeg,Limenitis arthemis arthemis
219791864,https://static.inaturalist.org/photos/389067820/medium.jpeg,Limenitis arthemis
219793405,https://static.inaturalist.org/photos/389070519/medium.jpg,Limenitis arthemis arthemis
219793746,https://inaturalist-open-data.s3.amazonaws.com/photos/389071269/medium.jpeg,Limenitis arthemis
219797136,https://static.inaturalist.org/photos/389077326/medium.jpg,Limenitis arthemis
219797762,https://inaturalist-open-data.s3.amazonaws.com/photos/389078125/medium.jpeg,Limenitis arthemis
219804880,https://inaturalist-open-data.s3.amazonaws.com/photos/389092055/medium.jpg,Limenitis arthemis astyanax
219807642,https://inaturalist-open-data.s3.amazonaws.com/photos/389097243/medium.jpeg,Limenitis arthemis astyanax
219813201,https://inaturalist-open-data.s3.amazonaws.com/photos/389105413/medium.jpeg,Limenitis arthemis
219815015,https://inaturalist-open-data.s3.amazonaws.com/photos/389110139/medium.jpg,Limenitis arthemis astyanax
219817853,https://inaturalist-open-data.s3.amazonaws.com/photos/389115872/medium.jpg,Limenitis arthemis arthemis
219818549,https://static.inaturalist.org/photos/389116892/medium.jpg,Limenitis arthemis
219821390,https://static.inaturalist.org/photos/389122060/medium.jpg,Limenitis arthemis
219825585,https://static.inaturalist.org/photos/389130519/medium.jpg,Limenitis arthemis astyanax
219826248,https://static.inaturalist.org/photos/389131872/medium.jpeg,Limenitis arthemis arthemis
219826643,https://inaturalist-open-data.s3.amazonaws.com/photos/389132478/medium.jpg,Limenitis arthemis
219827593,https://inaturalist-open-data.s3.amazonaws.com/photos/389134380/medium.jpeg,Limenitis arthemis astyanax
219827999,https://inaturalist-open-data.s3.amazonaws.com/photos/389135125/medium.jpg,Limenitis arthemis
219830930,https://inaturalist-open-data.s3.amazonaws.com/photos/389649740/medium.jpeg,Limenitis arthemis
219832118,https://inaturalist-open-data.s3.amazonaws.com/photos/389142341/medium.jpg,Limenitis arthemis
219836437,https://inaturalist-open-data.s3.amazonaws.com/photos/389149655/medium.jpeg,Limenitis arthemis
219846343,https://inaturalist-open-data.s3.amazonaws.com/photos/389167394/medium.jpg,Limenitis arthemis
219847254,https://static.inaturalist.org/photos/389205934/medium.jpg,Limenitis arthemis astyanax
219848145,https://inaturalist-open-data.s3.amazonaws.com/photos/389170616/medium.jpeg,Limenitis arthemis
219854228,https://static.inaturalist.org/photos/389182752/medium.jpg,Limenitis arthemis
219855716,https://inaturalist-open-data.s3.amazonaws.com/photos/389185841/medium.jpg,Limenitis arthemis
219856161,https://inaturalist-open-data.s3.amazonaws.com/photos/389186634/medium.jpeg,Limenitis arthemis astyanax
219858699,https://static.inaturalist.org/photos/389191359/medium.jpeg,Limenitis arthemis astyanax
219859299,https://inaturalist-open-data.s3.amazonaws.com/photos/389194603/medium.jpeg,Limenitis arthemis astyanax
219860805,https://inaturalist-open-data.s3.amazonaws.com/photos/389195445/medium.jpeg,Limenitis arthemis
219861561,https://static.inaturalist.org/photos/389197035/medium.jpeg,Limenitis arthemis astyanax
219866663,https://static.inaturalist.org/photos/389205944/medium.jpeg,Limenitis arthemis arthemis
219870954,https://inaturalist-open-data.s3.amazonaws.com/photos/389211182/medium.jpeg,Limenitis arthemis
219871397,https://inaturalist-open-data.s3.amazonaws.com/photos/389210222/medium.jpeg,Limenitis arthemis astyanax
219875011,https://inaturalist-open-data.s3.amazonaws.com/photos/389208803/medium.jpg,Limenitis arthemis arthemis
219876680,https://inaturalist-open-data.s3.amazonaws.com/photos/389241623/medium.jpeg,Limenitis arthemis
219880999,https://static.inaturalist.org/photos/389223128/medium.jpg,Limenitis arthemis astyanax
219881050,https://static.inaturalist.org/photos/389223250/medium.jpg,Limenitis arthemis astyanax
219883646,https://inaturalist-open-data.s3.amazonaws.com/photos/389238577/medium.jpeg,Limenitis arthemis astyanax
219885288,https://static.inaturalist.org/photos/389242116/medium.jpeg,Limenitis arthemis astyanax
219886031,https://static.inaturalist.org/photos/389240678/medium.jpeg,Limenitis arthemis arthemis
219889107,https://inaturalist-open-data.s3.amazonaws.com/photos/389249000/medium.jpg,Limenitis arthemis arthemis
219897048,https://inaturalist-open-data.s3.amazonaws.com/photos/389258988/medium.jpeg,Limenitis arthemis
