id,image_url,scientific_name
219682005,https://inaturalist-open-data.s3.amazonaws.com/photos/388868411/medium.jpeg,Aglais io
219682289,https://inaturalist-open-data.s3.amazonaws.com/photos/388868877/medium.jpeg,Aglais io
219688080,https://inaturalist-open-data.s3.amazonaws.com/photos/388880882/medium.jpeg,Aglais io
219689555,https://static.inaturalist.org/photos/388883466/medium.jpeg,Aglais io
219695400,https://inaturalist-open-data.s3.amazonaws.com/photos/388894459/medium.jpeg,Aglais io
219708897,https://inaturalist-open-data.s3.amazonaws.com/photos/388918176/medium.jpeg,Aglais io
219712355,https://inaturalist-open-data.s3.amazonaws.com/photos/388921896/medium.png,Aglais io
219712419,https://inaturalist-open-data.s3.amazonaws.com/photos/388922448/medium.png,Aglais io
219713109,https://static.inaturalist.org/photos/388925869/medium.jpeg,Aglais io
219727915,https://inaturalist-open-data.s3.amazonaws.com/photos/388952636/medium.jpeg,Aglais io
219739188,https://static.inaturalist.org/photos/388973233/medium.jpg,Aglais io
219739726,https://inaturalist-open-data.s3.amazonaws.com/photos/388974226/medium.jpeg,Aglais io
219742081,https://static.inaturalist.org/photos/388978194/medium.jpeg,Aglais io
219744586,https://inaturalist-open-data.s3.amazonaws.com/photos/388982690/medium.jpeg,Aglais io
219749521,https://inaturalist-open-data.s3.amazonaws.com/photos/388991607/medium.jpg,Aglais io
219752610,https://inaturalist-open-data.s3.amazonaws.com/photos/389005867/medium.jpeg,Aglais io
219759353,https://inaturalist-open-data.s3.amazonaws.com/photos/389009097/medium.jpeg,Aglais io
219766363,https://inaturalist-open-data.s3.amazonaws.com/photos/389021294/medium.jpeg,Aglais io
219779184,https://static.inaturalist.org/photos/389044415/medium.jpeg,Aglais io
219783323,https://static.inaturalist.org/photos/389052108/medium.jpg,Aglais io
219784054,https://static.inaturalist.org/photos/389053457/medium.jpeg,Aglais io
219801932,https://static.inaturalist.org/photos/389086532/medium.jpg,Aglais io
219802923,https://inaturalist-open-data.s3.amazonaws.com/photos/389088483/medium.jpeg,Aglais io
219803977,https://static.inaturalist.org/photos/389090903/medium.jpeg,Aglais io
219804702,https://inaturalist-open-data.s3.amazonaws.com/photos/389085872/medium.jpeg,Aglais io
219814744,https://inaturalist-open-data.s3.amazonaws.com/photos/389109652/medium.jpeg,Aglais io
219835447,https://inaturalist-open-data.s3.amazonaws.com/photos/389148288/medium.jpeg,Aglais io
219841741,https://inaturalist-open-data.s3.amazonaws.com/photos/389159071/medium.jpeg,Aglais io
219850050,https://static.inaturalist.org/photos/389174215/medium.jpeg,Aglais io
219868676,https://inaturalist-open-data.s3.amazonaws.com/photos/389209835/medium.jpeg,Aglais io
219932588,https://static.inaturalist.org/photos/389335957/medium.jpg,Aglais io
219944488,https://inaturalist-open-data.s3.amazonaws.com/photos/389358362/medium.jpeg,Aglais io
219949852,https://inaturalist-open-data.s3.amazonaws.com/photos/389367817/medium.jpg,Aglais io
219956804,https://inaturalist-open-data.s3.amazonaws.com/photos/389380118/medium.jpeg,Aglais io
219958275,https://inaturalist-open-data.s3.amazonaws.com/photos/389382630/medium.jpeg,Aglais io
219958991,https://inaturalist-open-data.s3.amazonaws.com/photos/389383800/medium.jpeg,Aglais io
219960456,https://static.inaturalist.org/photos/389386275/medium.jpeg,Aglais io
219966005,https://inaturalist-open-data.s3.amazonaws.com/photos/389395842/medium.jpeg,Aglais io
219983053,https://static.inaturalist.org/photos/389428059/medium.jpeg,Aglais io
219986888,https://inaturalist-open-data.s3.amazonaws.com/photos/389411510/medium.jpeg,Aglais io
219987724,https://inaturalist-open-data.s3.amazonaws.com/photos/389437066/medium.jpeg,Aglais io
219989311,https://inaturalist-open-data.s3.amazonaws.com/photos/389438329/medium.jpeg,Aglais io
219992588,https://static.inaturalist.org/photos/389446739/medium.jpeg,Aglais io
219998690,https://static.inaturalist.org/photos/389458162/medium.jpeg,Aglais io
219999219,https://inaturalist-open-data.s3.amazonaws.com/photos/389443238/medium.jpeg,Aglais io
220000918,https://inaturalist-open-data.s3.amazonaws.com/photos/389462279/medium.jpeg,Aglais io
220002097,https://static.inaturalist.org/photos/389464619/medium.jpg,Aglais io
220013879,https://inaturalist-open-data.s3.amazonaws.com/photos/389486879/medium.jpeg,Aglais io
220019512,https://inaturalist-open-data.s3.amazonaws.com/photos/389496639/medium.jpg,Aglais io
220022892,https://inaturalist-open-data.s3.amazonaws.com/photos/389502588/medium.jpeg,Aglais io
220023308,https://inaturalist-open-data.s3.amazonaws.com/photos/389503477/medium.jpeg,Aglais io
220024383,https://inaturalist-open-data.s3.amazonaws.com/photos/389506025/medium.jpeg,Aglais io
220031150,https://inaturalist-open-data.s3.amazonaws.com/photos/389518842/medium.jpeg,Aglais io
220033379,https://inaturalist-open-data.s3.amazonaws.com/photos/389522853/medium.jpeg,Aglais io
220041253,https://inaturalist-open-data.s3.amazonaws.com/photos/389536835/medium.jpeg,Aglais io
220043906,https://static.inaturalist.org/photos/389541689/medium.jpg,Aglais io
220043979,https://inaturalist-open-data.s3.amazonaws.com/photos/389541926/medium.jpeg,Aglais io
220051093,https://inaturalist-open-data.s3.amazonaws.com/photos/389555655/medium.jpeg,Aglais io
220052340,https://static.inaturalist.org/photos/389557925/medium.jpeg,Aglais io
